agecat_contact,part_id,freq,rel,type,total_time,distance,rural,location,cnt_age_est_min,cnt_age_est_max,country,year
15-24y olds,721,At least once a week,Other,Nonphysical,<15mins,3.7,Yes,other,15,24,Uganda,2014
15-24y olds,723,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,802,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,802,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,806,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,806,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,810,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,827,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,827,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,827,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,827,At least once a week,Other,Physical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Physical,2h - <4h,2.9,No,other,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Physical,2h - <4h,2.9,No,other,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Physical,2h - <4h,2.9,No,other,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Physical,2h - <4h,2.9,No,other,15,24,Uganda,2014
15-24y olds,902,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,902,Daily or almost daily,Household member,Nonphysical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Physical,2h - <4h,2.9,No,other,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Physical,1h - <2h,2.9,No,other,15,24,Uganda,2014
15-24y olds,902,At least once a week,Friend,Nonphysical,2h - <4h,2.9,No,other,15,24,Uganda,2014
15-24y olds,904,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,906,At least once a week,Friend,Physical,2h - <4h,0.4,No,other,15,24,Uganda,2014
15-24y olds,906,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,906,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,910,Daily or almost daily,Other relative,Nonphysical,1h - <2h,0,No,other,15,24,Uganda,2014
15-24y olds,910,At least once a week,Other relative,Nonphysical,1h - <2h,0,No,other,15,24,Uganda,2014
15-24y olds,912,Daily or almost daily,Household member,Physical,1h - <2h,0,No,house,15,24,Uganda,2014
15-24y olds,917,Daily or almost daily,Household member,Physical,2h - <4h,0,No,house,15,24,Uganda,2014
15-24y olds,921,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,921,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,921,At least once a month,Colleague or schoolmate,Physical,<15mins,0,No,other,15,24,Uganda,2014
15-24y olds,921,At least once a month,Colleague or schoolmate,Physical,<15mins,0,No,other,15,24,Uganda,2014
15-24y olds,921,At least once a month,Colleague or schoolmate,Physical,<15mins,0,No,other,15,24,Uganda,2014
15-24y olds,923,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,927,Daily or almost daily,Household member,Physical,>4h,0,No,house,15,24,Uganda,2014
15-24y olds,927,Daily or almost daily,Other relative,Physical,2h - <4h,0,No,other,15,24,Uganda,2014
15-24y olds,1014,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1014,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1014,Daily or almost daily,Other relative,Physical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,1014,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1020,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1020,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1020,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1021,Daily or almost daily,Friend,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1021,Daily or almost daily,Other relative,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1021,Daily or almost daily,Household member,Nonphysical,1h - <2h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1021,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1021,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1021,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1024,At least once a month,Colleague or schoolmate,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1102,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1102,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1102,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1106,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1110,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1113,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1113,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1113,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1114,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1117,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1117,At least once a week,Colleague or schoolmate,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1120,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1120,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1121,Daily or almost daily,Friend,Physical,2h - <4h,6.2,Yes,other,15,24,Uganda,2014
15-24y olds,1121,Daily or almost daily,Friend,Physical,2h - <4h,6.2,Yes,other,15,24,Uganda,2014
15-24y olds,1121,Daily or almost daily,Friend,Physical,2h - <4h,6.2,Yes,other,15,24,Uganda,2014
15-24y olds,1121,Daily or almost daily,Friend,Physical,2h - <4h,6.2,Yes,other,15,24,Uganda,2014
15-24y olds,1121,Daily or almost daily,Friend,Physical,2h - <4h,6.2,Yes,other,15,24,Uganda,2014
15-24y olds,1121,Daily or almost daily,Friend,Physical,2h - <4h,6.2,Yes,other,15,24,Uganda,2014
15-24y olds,1129,Daily or almost daily,Friend,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1202,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1202,Daily or almost daily,Friend,Nonphysical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,1202,At least once a week,Friend,Nonphysical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,1206,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1206,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1210,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1210,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1214,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1217,Daily or almost daily,Other relative,Physical,1h - <2h,148.5,Yes,other,15,24,Uganda,2014
15-24y olds,1217,Daily or almost daily,Other,Physical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,1227,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1227,At least once a week,Other,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1313,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1314,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1314,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1314,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1317,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1321,At least once a week,Friend,Nonphysical,2h - <4h,7.2,Yes,other,15,24,Uganda,2014
15-24y olds,1402,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1404,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1404,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1406,At least once a month,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Other relative,Physical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1406,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1414,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1417,Daily or almost daily,Friend,Nonphysical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,1417,Daily or almost daily,Friend,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1417,Daily or almost daily,Friend,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1417,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1420,Daily or almost daily,Household member,Physical,>4h,2.3,Yes,house,15,24,Uganda,2014
15-24y olds,1420,At least once a month,Friend,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1423,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1425,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1502,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1502,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1504,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1506,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1514,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1517,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1521,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1602,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1606,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1606,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1606,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1610,Daily or almost daily,Other relative,Physical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1610,Daily or almost daily,Other,Nonphysical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,1613,At least once a week,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1613,At least once a week,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1620,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1621,At least once a week,Other,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1702,Daily or almost daily,Other,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1702,At least once a week,Other relative,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1702,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1704,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1706,Less than once a month,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1706,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1721,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1721,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1721,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1721,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1723,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1723,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1727,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1727,At least once a week,Other relative,Nonphysical,15mins - <1h,2.5,Yes,other,15,24,Uganda,2014
15-24y olds,1727,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1802,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1802,Daily or almost daily,Friend,Physical,2h - <4h,9,Yes,other,15,24,Uganda,2014
15-24y olds,1802,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1802,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1804,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1806,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1810,At least once a week,Other relative,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1812,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1812,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1814,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1814,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1817,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1817,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1821,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1821,At least once a month,Other,Nonphysical,<15mins,7.3,Yes,other,15,24,Uganda,2014
15-24y olds,1902,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1902,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1904,At least once a week,Friend,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,1904,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1906,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1910,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1914,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1914,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1914,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,1921,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2006,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2010,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2012,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2020,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2021,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2021,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2102,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2102,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2102,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2102,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2104,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2104,Daily or almost daily,Other,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2104,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2106,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2106,At least once a week,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2117,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2117,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2117,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2120,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2121,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2123,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2123,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2206,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2206,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2210,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2213,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2217,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2220,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2221,Daily or almost daily,Colleague or schoolmate,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2221,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2223,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2223,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2225,Daily or almost daily,Other relative,Physical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2304,Daily or almost daily,Other relative,Physical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2304,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2304,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2306,Daily or almost daily,Other relative,Physical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2306,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2314,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2314,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2314,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2317,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2320,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2320,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2320,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2320,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2321,Daily or almost daily,Friend,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2325,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2404,Daily or almost daily,Friend,Physical,2h - <4h,8.4,Yes,other,15,24,Uganda,2014
15-24y olds,2406,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2406,Never met before,Other relative,Physical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2406,Less than once a month,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2406,Less than once a month,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2410,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2410,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2414,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2420,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2421,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2421,Less than once a month,Friend,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2421,At least once a month,Friend,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2421,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2424,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2424,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2429,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2429,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2429,At least once a week,Friend,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2429,Daily or almost daily,Friend,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2429,At least once a week,Friend,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2429,At least once a week,Friend,Nonphysical,1h - <2h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2429,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2502,Daily or almost daily,Friend,Physical,2h - <4h,2.4,Yes,other,15,24,Uganda,2014
15-24y olds,2502,Daily or almost daily,Other relative,Physical,2h - <4h,28.5,Yes,other,15,24,Uganda,2014
15-24y olds,2502,At least once a week,Friend,Physical,15mins - <1h,,Yes,other,15,24,Uganda,2014
15-24y olds,2502,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2506,At least once a week,Friend,Nonphysical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2510,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2510,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2510,At least once a week,Other relative,Nonphysical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,2513,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2513,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2513,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2523,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2523,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2523,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2530,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2530,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2530,At least once a week,Friend,Physical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2602,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2604,Daily or almost daily,Other,Nonphysical,<15mins,0,Yes,other,15,24,Uganda,2014
15-24y olds,2606,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2610,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2610,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2610,At least once a month,Friend,Physical,15mins - <1h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2610,Daily or almost daily,Other,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2702,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2704,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2706,At least once a week,Friend,Nonphysical,2h - <4h,0,Yes,other,15,24,Uganda,2014
15-24y olds,2706,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2714,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,15,24,Uganda,2014
15-24y olds,2717,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,15,24,Uganda,2014
